Document ID,Year,Source,DOI,Title,Abstract,Abstract word count,Author keywords,Index keywords,Topic probability
773,2022,Big Data and Society,10.1177/20539517221101346,‘Real-time’ air quality channels: A technology review of emerging environmental alert systems,"Poor air quality is a pressing global challenge contributing to adverse health impacts around the world. In the past decade, there has been a rapid proliferation of air quality information delivered via sensors, apps, websites or other media channels in near real-time and at increasingly localized geographic scales. This paper explores the growing emphasis on self-monitoring and digital platforms to supply informational interventions for reducing pollution exposures and improving health outcomes at the individual level. It presents a technological case study that characterizes emerging air quality information communication mechanisms, or ‘AQ channels’, while drawing upon examples throughout the literature. The questions are posed: which air quality channels are ‘freely’ available to individuals in London, UK, and when and where are they accessed? Digital trace data and metadata associated with 54 air quality channels are synthesized narratively and graphically. Results reveal air quality channels derive air pollution estimates using common data sources, display disparate messaging, adopt variable geographic scales for reporting ‘readings’ and maintain psychosocial barriers to access and adoption of exposure-reducing behaviours. The results also point to a clear association between the publication of a high-profile news article about air pollution and increased air quality channel access. These findings illuminate a need for greater transparency around how air quality channels generate personalized air pollution exposure estimates and tailor messaging. The paper concludes by calling for air quality channel developers to exercise co-creative methods that can support sustainable, democratic data and knowledge production around air quality, while critically approaching disproportionate patterns of both pollution and information exposure. © The Author(s) 2022.",260,Air pollution; digital inequality; digital traces; environmental data; knowledge production; platforms,,0.11453490904794801
775,2018,Journalism Studies,10.1080/1461670X.2018.1492880,The Self-Censorship Dilemma: Media coverage of terrorists in the post-factual era,"This article studies the conditions for covering terrorists in the post-factual era. Specifically, the article focuses on what it means when the news media show images of terrorists or deprive them of media attention. Regardless of whether the news media apply self-censorship in coverage of terrorists, the implications of their decision can be linked to the post-factual: on the one hand, self-censorship might feed into narratives of the post-factual as information is withheld and reality possibly distorted. On the other hand, if the news media opt against self-censorship, coverage of terrorists often includes “post-factual” elements such as the dramatic and sensational aspects of the visual culture surrounding terror. Accordingly, the objective of this article is to explore dilemmas attached to media coverage and media self-censorship of terrorists. A theoretical framework is developed for understanding challenging aspects of news coverage of the “selfie-generation” of terrorists and media self-censorship. Empirically, the article takes its departure point in news coverage on Danish public service broadcasters DR and TV2 in 2016. The analysis focuses on the paradox that despite conflicting public statements for (DR) and against (TV2) self-censorship, a quantitative content analysis demonstrates similar coverage of terrorists by these two media organizations. © 2018, © 2018 Informa UK Limited, trading as Taylor & Francis Group.",211,Images of terrorists; media self-censorship; post-factuality; public service media,,0.052121886832157904
777,2019,Critical Studies in Media Communication,10.1080/15295036.2019.1610185,The Waste Products of the American Dream: framing Black cultural pathology in the dominant news media in times of crisis,"In The Waste Products of the American Dream I argue that the ability to influence the popular narrative that frames the Black communities' public existence is critical if the Black urban poor is going to draw the nation’s attention to the structural and historical forces that create and continue to perpetuate concentrated Black poverty today. More specifically, enticing white “common sense” fears about Black life, culture, and space became a strategic political maneuver that conservative politicians began to use in the late 1960s by suggesting that all “civil rights brought was rioting.” The mainstream media would reproduce these narratives of Black criminality to further demonize low-income inner city communities and its inhabitants as the culprits of urban decay, delivering the state from any blame for the creation of concentrated poverty and the spatial mismatch that went along with social isolation. To illustrate how this discursive politics works to frame North Minneapolis and its residents as always already deviant, I did a comparative reading of the 2011 North Minneapolis tornado media coverage between the historic Black press and local mainstream press. I did this to show how important it is for the creation of Black counterpublic spaces that the historic Black press maintains as a way to take control of the community's narrative while also highlighting how the mainstream press simply relies on readily available stock narratives of Black cultural pathology which blame the victims of disaster for their plight with an uncanny similarity to Hurricane Katrina coverage. © 2019, © 2019 National Communication Association.",254,and North Minneapolis tornado; Black counter publics; Blackness in the media; Hurricane Katrina; the politics of disposability,,0.11546224222897927
778,2019,Qualitative Social Work,10.1177/1473325017710324,“We’re not magicians!” On the use of rhetorical resources in Swedish news media narratives portraying the social services and social workers,"This article focuses on how the Swedish news media depicts the functioning of the social services and the situation of social workers. The empirical material consists of 586 articles published online during the years 2010–2015. A discursive approach makes up the theoretical and methodological framework. The aims of the article are to identify and categorise media narratives about social services and social workers, how they are portrayed, what is conveyed and how the stakeholders’ (politicians, managers and social workers) negotiate the question of responsibility for the situation in the social services. The study identifies and categorises seven different types of media narrative. In these narratives, social workers are portrayed in various ways, such as unwilling to stay in the profession, concerned, hardworking, etc. Reports on the crisis in the social services tend to dominate, e.g. how the social services fail to follow-up cases of child abuse, social workers’ heavy workload and that legal security cannot be guaranteed. Stakeholders, faced with reported criticism, maintain credibility by taking some responsibility and/or displacing liability by using various rhetorical resources. The media produces a public image of the lack of responsibility for solving the problematic situation. In this respect, the take-action-narratives are central to the debate, which argues for joint action to be taken to find solutions. Although the media is a powerful and scrutinising tool, it also needs to report on the improvements that have been made in order to give a more balanced picture of the social services. © The Author(s) 2017.",250,discourse; Media; narrative; sociology,article; child abuse; follow up; human; joint; manager; narrative; occupation; public figure; responsibility; social work; theoretical study; treatment failure; workload,0.08535981665383434
792,2019,Contemporary Social Science,10.1080/21582041.2017.1347703,Frame building and frame sponsorship in the 2011 Spanish election: the practices of polarised pluralism,"This study assesses if the well-established polarised pluralism of the Spanish news media system translated into frame sponsorship during the 2011 Spanish General Election. After reviewing the historical and cultural influences that shaped the 2011 Spanish electoral campaign, I conduct a qualitative discourse analysis of 96 news releases issued by the 2 main Spanish political parties, the Socialist Party and the People’s Party, to identify their sponsored diagnostic and prognostic frames. I then compare the partisan news releases with 27 El País and El Mundo editorials that evaluated the party-sponsored frames to explore if and to what extent both Spanish leading newspapers adopted the party-sponsored frames. Findings show that the political parties succeeded in dominating news narratives about what was at stake in the election, since the newspapers clearly sponsored partisan frames and supported the parties’ political aspirations. Results also demonstrate that the newspapers sporadically challenged details of partisan diagnostic and prognostic frames, especially after the election. These discrepancies, however, do not challenge partisan ideological foundations. © 2017, © 2017 Academy of Social Sciences.",174,Frame building; frame sponsorship; newspapers; polarised pluralism; political communication; political parties; Spain,,0.042661725686847146
795,2020,"Media, War and Conflict",10.1177/1750635218819416,Framing internal politics in a conflict situation: A study of the 2014 election campaign news in the local newspapers in the Indian-administered Kashmir region,"International conflict reporting and national media discourse of warring nations continue to dominate existing scholarship on media–conflict relationships. The literature on the subject lacks significant consideration towards understanding the relevance of local and sub-national media narratives in conflict situations. The existing literature on the media–conflict relationship in the conflict territory of Kashmir shows that the issue has been largely studied from the perspective of national news media in India and Pakistan. This study while engaging with the local news media in the Kashmir region, draws empirical evidence from the local newspapers in the context of the 2014 State Assembly election campaigns which took place amid unprecedented political polarization in the region. The findings from the content analysis revealed that the contested political issues between the political parties found higher resonance in the campaign news while the deliberation regarding the conflict in the region and its resolution had the least prevalence in the news discourse. This not only confirms the significant relevance of local news media and internal political dynamics in redefining the media–conflict relationship in the Kashmir conflict but also suggests the further need to engage with local and regional news narratives in conflict situations. © The Author(s) 2018.",199,election campaigns; Indo-Pak; Kashmir conflict; local media; media framing; newspapers,,0.08002464797864679
804,2021,Journalism,10.1177/1464884920985724,"Emotive, evaluative, epistemic: A linguistic analysis of affectivity in news journalism","In this article, we introduce a linguistic approach to studying affectivity as a fundamental feature of news journalism. By reconceptualising affectivity beyond emotive storytelling, intentional stance-taking or evaluative expression, we propose a methodology that highlights how conventions related to mediating, modulating and managing affectivity permeate journalistic genres. Drawing from conversation analysis, Bakhtinian theory of language as dialogical and notion of affective meaning-making, we investigate how selected linguistic forms and structures – namely evidential and epistemic modals and lexical items signalling affective intensity (such as emotive and evaluative words and metaphorical expressions) – participate in affective meaning-making in news journalism. A scalable computational methodology is introduced to study multiple linguistic structures in conjunction. In investigating a case study – the news reporting and commentary on a highly charged, year-long political conflict between the right-wing conservative government and the trade unions in Finland (2015–2016) – the approach allows a focus on the ways in which affectivity operates in journalistic texts in response to both generic expectations of the audience and journalistic conventions. Our findings include identification of the intertwining of strategic rituals of objectivity and emotionality, recognition of metaphoricity as a key source of affectivity and detection of different news article types having their own conventions for managing affectivity. We also observe a connection between emotive and evaluative words and the grammatical constructions used to express degrees of certainty, which suggests these modal constructions play an important part in how affectivity informs journalistic texts. © The Author(s) 2021.",246,Affect; Computational Analysis; Emotion; Journalism; Linguistics; News; Research Methods: Quantitative,,0.03057161378411404
815,2020,"3L: Language, Linguistics, Literature",10.17576/3L-2020-2602-04,Power and voices of authority in the media narrative of Malaysian natives: Combining corpus linguistics and discourse analysis approaches,"Orang Asli is a group of indigenous people who live according to a set of lifestyle and belief system and speak the native language. Previous studies have found that the Orang Asli are mostly depicted in the news media as backwards and dependent on others (Marlina Jamal & Shakila Abdul Manan, 2016). Such stereotypical depiction is shared with other research undertaken in various countries, particularly those in Canada or Australia. While many of these studies analysed findings from the media and communication or socio-cultural perspectives, the present study examines the representation of Orang Asli in Malaysian news/media by focusing on the use of language, i.e. linguistic viewpoint. The examination undertaken in this study focuses on headlines and lead paragraphs of one of the most influential English language newspapers in Malaysia. This study demonstrates the synergy of two methodological approaches in linguistics namely critical discourse analysis and corpus linguistics. Our main findings show how Orang Asli is consistently depicted around stereotypical news narratives such as issues of land rights and other resources. We also found that the voices of Orang Asli leaders are overshadowed by other authorities such as the state government. Thus, this study contributes to shed light on the linguistics resources and language patterns used to portray the Orang Asli in Malaysian newspapers. © 2020 Penerbit Universiti Kebangsaan Malaysia. All rights reserved.",223,Corpus linguistics; Critical discourse analysis; Indigenous people; News discourse; Orang Asli,,0.03208760998336324
818,2022,Project Management Journal,10.1177/87569728221102719,Mobilizing Megaproject Narratives for External Stakeholders: A Study of Narrative Instruments and Processes,"Megaprojects combine multiple external stakeholders, and a common narrative is essential to drive the project among often conflicting objectives. Narratives help organize people toward an agenda and therefore have performative and strategic implications. In this research, we explore how narratives are mobilized through narrative instruments and processes using the case study of the High Speed Two (HS2) megaproject in the United Kingdom. We record the use of three instruments—stories, labels, and comparisons—that undergo four processes: repeating, endorsing, humorizing, and actioning. These instruments and processes enable megaprojects to mobilize a narrative that helps in managing external stakeholders. © 2022 Project Management Institute, Inc.",102,external stakeholder management; megaprojects; narratives; news media; project organizing,,0.04420847177101517
820,2022,Journal of the American Geriatrics Society,10.1111/jgs.17532,Reframing aging during COVID-19: Familial role-based framing of older adults linked to decreased ageism,"Background: Contributions of older adults amid the COVID-19 pandemic have been eclipsed by discourse positioning them as an at-risk population. We assess whether age-based framing (e.g., senior citizen) is associated with more negative stereotyping in the media compared to familial role-based framing (e.g., grandparent) across 8 months, from a baseline period (October 2019–December 2019) to the onset of the pandemic (January 2020–May 2020). Methods: Leveraging a 12-billion-word news media database—with over 30 million news articles from over 7000 websites—we identified the most common synonyms for age-based framing (e.g., senior citizen) and familial role-based framing (e.g., grandparent). For each framing category, we compiled the most frequently used descriptors every month, amassing 488,907 descriptors in total. All descriptors were rated from 1 (very negative) to 5 (very positive) to determine a Cumulative Aging Narrative Score (CANS) for age-based and familial role-based framing. Results: Age-based framing of older adults increased negative stereotyping in the media by seven times compared to familial role-based framing during COVID-19. The percentage of positive topics for age-based framing was significantly lower during COVID-19 (35%) than before (61%). Conversely, the percentage of positive topics for familial role-based framing was higher during the pandemic (91%) than before (70%). Conclusion: This is one of the first empirical studies on whether framing older adults based on age or role is linked to more negative stereotypes during COVID-19. We argue for a more role-centered approach in framing older adults so that their contributions are acknowledged and valued by society. © 2021 The Authors. Journal of the American Geriatrics Society published by Wiley Periodicals LLC on behalf of The American Geriatrics Society.",268,,Aged; Ageism; Aging; COVID-19; Family Relations; Humans; Stereotyping; Terminology as Topic; aged; ageism; aging; Article; classification; controlled study; coronavirus disease 2019; cumulative aging narrative score; empiricism; family; framing bias; human; role playing; scoring system; social media; stereotyping; family relation; nomenclature; psychology,0.08779082742650413
824,2022,Ethics and Information Technology,10.1007/s10676-022-09628-z,Framing ethical issues associated with the UK COVID-19 contact tracing app: exceptionalising and narrowing the public ethics debate,"This paper explores ethical debates associated with the UK COVID-19 contact tracing app that occurred in the public news media and broader public policy, and in doing so, takes ethics debate as an object for sociological study. The research question was: how did UK national newspaper news articles and grey literature frame the ethical issues about the app, and how did stakeholders associated with the development and/or governance of the app reflect on this? We examined the predominance of different ethical issues in news articles and grey literature, and triangulated this using stakeholder interview data. Findings illustrate how news articles exceptionalised ethical debate around the app compared to the way they portrayed ethical issues relating to ‘manual’ contact tracing. They also narrowed the debate around specific privacy concerns. This was reflected in the grey literature, and interviewees perceived this to have emerged from a ‘privacy lobby’. We discuss the findings, and argue that this limited public ethics narrative masked broader ethical issues. © 2022, The Author(s).",166,Advocacy; Bioethics; Contact tracing; Digital; Ethics; Privacy,Advocacy; Bioethic; Contact tracing; Digital; Ethical issues; Grey literature; News articles; News media; Privacy; Research questions; Ethical technology,0.05789165150887964
825,2020,Health Promotion Journal of Australia,10.1002/hpja.267,"“A content analysis of news media coverage of drowning events in Western Australia over two summers, 2014-2016”","Issue addressed: Drowning is a leading cause of death globally. Opportunities to promote drowning prevention in news media may be overlooked for attention-grabbing headlines, imagery and narrative. This study examines news media coverage of fatal drowning events in Western Australia (WA). Methods: Coronial fatal drowning data in WA were extracted for two summer time periods (2014-2016) by date, age, gender, location and description. Corresponding print and online news articles were captured using: (i) Media Alert; (ii) Google News; (iii) Factiva. A content and frame analysis protocol was developed. A qualitative approach was taken to analyse the news angle. A subgroup analysis was undertaken for drowning focused articles. Results: The final sample (n = 50) news articles matched 17 individual drowning events (T1, n = 9; T2, n = 8). Drowning stories rarely appeared on page 1 (n = 2), but were located in the first 2-10 pages (n = 20) (66.6%). In the subanalysis, one-fifth (22%) of the articles employed a news angle relating to community spirit and celebration of life. There were 32 mentions of “who was responsible for the drowning event.” Environmental factors were most cited for “what was responsible” (20.4%). Experts were cited in 66.7% of articles and drowning prevention strategies were mentioned in nine of the 50 articles. Conclusion: Drowning was considered newsworthy; however, not the front page news. Reporting infrequently prioritised drowning prevention or discussed prevention strategies. So what?: Working closely with news outlets to embed drowning prevention messages in news stories during high-risk periods such as summer is an imperative. © 2019 Australian Health Promotion Association",262,behaviour change; capacity building; injury; mass media,Age Factors; Drowning; Female; Humans; Male; Mass Media; Sex Factors; Western Australia; age; drowning; female; human; male; mass medium; mortality; sex factor; Western Australia,0.016978934627070168
829,2022,Event Management,10.3727/152599521X16288665119477,“NOT ON MY FRONT LAWN”: A CASE STUDY OF HOSTING THE 2017 HERITAGE CLASSIC EVENT ON PARLIAMENT HILL IN CANADA,"The purpose of this research was to explore different issues and controversies found in media narratives about hosting the Heritage Classic Ice-Hockey Game on Canada’s Parliament Hill. This article utilized the eight-step qualitative-temporal visual analysis and narrative methodology to look at how Canadian media framed the discussion around the hosting location of the Heritage Classic. A total of 81 news articles from 12 media outlets served as the data for the current study. Media frames were grouped into seven themes: parliamentary rules, interest groups, anniversaries, logistics, competition, event landscape, and nostalgia. These frames point to how Parliament Hill was maintained as an institution through regulations and symbolism. The following manuscript informs research on institutional work through applications of special events, eventscapes, and nostalgia. Copyright © 2022 Cognizant, LLC.",128,Heritage Classic; Hockey; Institutional work; Legitimacy; Mega-events,,0.0258329321998977
836,2021,Dementia,10.1177/1471301220981232,Stories of violence and dementia in mainstream news media: Applying a citizenship perspective,"In this article, we analyze how mainstream news media frames violence in relation to dementia and the consequences of different frames for people living with dementia and their carers. Conceptually, the goal is to bring literature on citizenship and aggression into dialog with each other. Empirically, a total of 141 regional and national English-language mainstream Canadian news media articles (2008–2019) with a focus on dementia, violence, and aggression were analyzed. Analytically, we examine how different actors are portrayed as victims or perpetrators; how their histories (identities, belonging, and exclusion) are told; how dementia is used to explain events; and what types of expert knowledge and authorities are introduced to make sense of stories of violence in relationships of care. Our analysis points to the implications of media narratives for people with dementia as well as carers and researchers seeking to address stigma and call for change. © The Author(s) 2020.",150,Canada; citizenship; dementia; news media; violence,Canada; Dementia; Humans; Mass Media; Social Stigma; Violence; Canada; dementia; human; mass medium; social stigma; violence,0.06565776543682182
848,2021,Journalism and Mass Communication Quarterly,10.1177/1077699019850096,The Persuasive Effect of Journalistic Storytelling: Experiments on the Portrayal of Exemplars in the News,"This study aims to deepen our understanding of the persuasive effects of exemplars in the news by addressing the role of character depiction. Exemplification theory and narrative persuasion research are integrated to shed light on the psychological mechanisms mediating the persuasive effect. Two replicative field experiments (N = 389) were conducted manipulating the depiction of the character within a print news article in three factor levels (no exemplification, external view, and internal view). Regardless of the depiction of the character, presence of an exemplar increased narrative involvement that mediated indirect effects on message-consistent attitudes and behavioral intentions. © 2019 AEJMC.",100,exemplification; narrative persuasion; structural equation modeling,mass media; numerical model; psychology,0.02500388240428709
852,2022,Communication Review,10.1080/10714421.2022.2129125,Framing the Macedonian name dispute in Greece: nationalistic journalism and the existential threat,"In the Macedonian Name Dispute (MND), the Greek media promoted the country’s main nationalistic narrative that treats the compromise between Greece and its neighboring country (now-named North Macedonia) as a national crisis that could even lead to an existential threat to Greece and its people. To investigate the recent events related to the MND, this study examined 615 news articles throughout 2018 and 2019 to identify how the news media framed the events associated with the MND and the Prespes Agreement. The results revealed that most news stories framed the MND incidents as a political or mobilization tool of the public and an existential threat to Greece. Furthermore, the news coverage showed that several news stories employed the patriotic and nationalistic frame to support or undermine the country’s then-government. These findings offer insights into the use of territorial name disputes as a communication tool, how news articles and journalism promote the idea of an existential threat connected to the MND, and the alarming non-critical news coverage that could lead to a further democratic backsliding of Greece. © 2022 Taylor & Francis Group, LLC.",183,Existential threat; framing; Macedonia; nationalism; Prespes Agreement,,0.11644355741381784
857,2021,Public Relations Review,10.1016/j.pubrev.2021.102107,"Narrative persuasion by corporate CSR messages: The impact of narrative richness on attitudes and behavioral intentions via character identification, transportation, and message credibility","The current study examines the persuasiveness of narrative richness in messages about acts of corporate social responsibility (CSR). Specifically, we apply theory about narrative persuasion to the domain of corporate communication. Focusing on Coca-Cola's clean water project, a cross-national experiment (n = 659) was conducted in which the narrative richness and the source cue of a CSR message were manipulated, and the effects on (a) message processing (specifically via character identification, transportation, and credibility), (b) attitude towards the company, and subsequent (c) behavioral intention were measured. Considering the global nature of Coca-Cola, the experiment was simultaneously fielded in the United States and the Netherlands to verify the generalizability of our findings. Robust results in both countries suggest that narratively rich CSR messages can indirectly improve the attitude towards the company and thereby encourage behavioral intentions via character identification and transportation, irrespective of the source cue (company vs. news media). Importantly, message credibility was not compromised by the narrative richness, while being the strongest predictor of company attitude. © 2021 The Author(s)",171,Attitude and behavior; Character identification; Corporate social responsibility; Credibility; Narrative; Transportation,,0.037801098481567215
859,2019,Studies in Communication Sciences,10.24434/j.scoms.2019.01.007,"Satirizing international crises. The depiction of the Ukraine, Greek debt, and migration crises in political satire","In international crises, the media's information and orientation function is particularly important in the public sphere. While the news media's crisis coverage has been well researched and often criticized, very little is known about the depiction of crises in political satire. This study examines how German satirical shows (n = 154 episodes, 2014-2016) covered the Ukraine, Greek debt, and migration crises and whether or not these depictions corresponded to news media logic. In its attention to the crises, satire follows news media's conflict orientation. Parallels with news media logic also relate to the information function because the predominant frame elements in satirical shows mirror governmental positions. This is different regarding the orientation function. In their evaluation of the frame elements, satirical shows' criticism of governmental positions and their support for minority positions create a counter-narrative for the crises. Thus, satirical shows provide added value for public discourse. © 2019, the authors.",151,Content analysis; Crisis coverage; Greek debt crisis; International crises; Media functions; Migration crisis; Political satire; Ukraine crisis,,0.07721682619930736
875,2020,Journal of Historical Sociology,10.1111/johs.12281,"It's more than just news: Print media, the Tuskegee Syphilis Study and Collective Memory among African Americans","This study examines how media can influence and shape collective memory through cultural objects such as magazines. Examination of Jet and Ebony magazines' coverage of the Tuskegee Syphilis Study, as well as, changes in the narrative over time, reveal potential mechanisms that might have influenced African Americas' collective memory surrounding this event. Data for this study come from news articles about The Tuskegee Syphilis Study in Jet and Ebony magazines from 1972–2016 (N = 49). Content analysis was used to analyze and discover themes in each of the 49 news stories. Findings show that the journalistic coverage of The Tuskegee Syphilis study by these magazines centered around themes of exploitation of uneducated victims, racism and blame, genocide, medical mistrust and deliberate injection with syphilis, reflecting past and current beliefs of African Americans' remembrance of the study. © 2020 John Wiley & Sons Ltd",143,,,0.023687427240591138
882,2019,Multimedia Tools and Applications,10.1007/s11042-019-7691-4,Multimodal approach for tension levels estimation in news videos,"In this paper, we present a novel multimodal approach to estimate tension levels in news videos. The news media constitute a particular type of discourse and has become a central part of the modern-day lives of millions of people. In this context, it is important to study how the news industry affects human life and how it works. To support such a study, our approach estimates tension levels (polarities) along the news narrative, revealing the communication patterns used. To achieve this goal, we combine audio and visual cues extracted from news participants (e.g., reporters and anchors), by using methods for: (1) emotion recognition from facial expressions, (2) field size estimation and (3) extraction of audio features (e.g., chroma and spectral features), as well as textual cues obtained from the (4) sentiment analysis of the speech transcriptions. Experimental results with a dataset containing 960 annotated news videos from three Brazilian and one American TV newscasts show that our approach achieves an overall accuracy as high as 64.17% in the tension levels classification task. Those results demonstrate the high potential of our approach to be used by media analysts in several applications, especially, in the journalistic domain. © 2019, Springer Science+Business Media, LLC, part of Springer Nature.",205,Discourse analysis; Multimodal approach; Multimodal sentiment analysis; News videos; Tension levels estimation,Classification (of information); Data mining; Sentiment analysis; Speech recognition; Speech transmission; Transcription; Discourse analysis; Multi-modal; Multi-modal approach; News video; Tension level; Modal analysis,0.08113445449150976
884,2021,Pacific Journalism Review,,‘I want to buy my own block of land’ Representation of urban settlement communities in Papua New Guinea,"Urban settlements are home to around half the urban population of Papua New Guinea. Since the end of the Second World War, PNG towns and cities have experienced significant growth of urban settlements. Urban dwellings were established on customary and untransformed state lands. With limited support for services from government, informal settlements in the urban landscape have often been perceived from the perspective of their deficiencies. However, residents of urban settlement communities play an important role in urban economies. The purpose of this article is to critically review perceptions of settlements and issues affecting settlement communities in PNG, both in the mainstream media and from within settlement communities. The authors first present a media content analysis of reporting on settlement communities on PNG’s main online media sites. Second, they examine urban market vendors’ personal experiences of the challenges and solutions of living in Kamkumung Settlement in Lae. Drawing on storytelling and photovoice workshops with market vendors at Awagasi market, they argue for the need for media actively to include the voices of settlement residents. The article suggests that, by better understanding the context and personal experience of residents, journalists and the media could make a stronger contribution to sustainable development and urban planning in PNG. © 2021, Pacific Media Centre, Auckland University of Technology. All rights reserved.",217,Content analysis; Journalism; Market vendors; Media representation; News media; Papua New Guinea; Photovoice; Storytelling; Urban settlement,,0.12412272710318041
906,2021,Critical Perspectives on Accounting,10.1016/j.cpa.2020.102163,Corporate human rights performance and moral power: A study of retail MNCs’ supply chains in Bangladesh,"This paper investigates how particular stakeholder groups, such as labor rights non-governmental organizations (NGOs), question and even challenge the moral power of multinational companies (MNCs) to maintain human rights in their supply chains in Bangladesh. Around the time of two major factory disasters in Bangladesh (the Tarzeen fire and the Rana Plaza collapse in 2012 and 2013, respectively) we conducted a series of interviews (between 2012 and 2014) and reviewed articles in news media and NGO documents to understand how labor rights NGOs’ narratives challenge MNCs and their suppliers’ actual human rights performance and associated moral power within clothing supply chains. The findings show that MNCs’ and their suppliers’ workplace human rights performance in Bangladesh, as perceived by labor rights NGOs, is inconsistent with MNCs’ public disclosures on human rights. The NGOs’ counter-narratives testify to MNCs’ and their suppliers’ abuses of human rights and the associated moral deficit. This study draws on the notion of moral power in line with Aristotle's view of the moral actor and adds to Mehta and Winship (2010) three essential aspects of moral power – moral intention, moral capability and moral standing – by providing a new insight that suggests that MNCs and their suppliers in the developing nation context of Bangladesh lack the moral intention, moral capability and moral standing to uphold workplace human rights. We note that gaining these richer insights are possible because we directly solicit the views of NGOs and social movement organizations. The paper fills a research gap by looking at whether the adoption of the language of human rights obligations by MNCs creates any change in their moral power and human rights performance, as perceived by workers’ rights NGOs. © 2020 Elsevier Ltd",284,Accountability; Bangladesh; Human rights performance; MNCs' supply chains; Moral power; Neoliberalism,,0.05041744917465494
919,2020,Humanities and Social Sciences Communications,10.1057/s41599-020-0507-3,Measuring social response to different journalistic techniques on Facebook,"Recent studies have shown that online users tend to select information that adheres to their system of beliefs, ignore information that does not, and join groups that share a common narrative. This information environment can elicit tribalism instead of informed debate, especially when issues are controversial. Algorithmic solutions, fact-checking initiatives, and many other approaches have shown limitations in dealing with this phenomenon, and heated debate and polarization still play a pivotal role in online social dynamics (e.g. traditional vs. anti-establishment polarization). To understand the effect of different communication strategies able to smooth polarization, in this paper, together with Corriere della Sera, a major Italian news outlet, we measure the social response of users to different types of news framing. We analyse users’ reactions to 113 ad-hoc articles published on the newspaper’s Facebook page and the corresponding news articles on the topic of migration, published from March to December 2018. We examine different journalistic techniques and content types by analyzing their impact on user comments in terms of toxicity, criticism of the newspaper, and stance concerning migration. We find that visual pieces and factual news reports elicit the highest level of trust in the media source, while opinion pieces and editorials are more likely to be criticized. We also notice that data-driven pieces elicit an extremely low level of trust in the news source. Furthermore, coherently with the echo chambers behaviour, we find social conformity strongly affecting the commenting behaviour of users on Facebook. © 2020, The Author(s).",247,,,0.029514934039565423
921,2022,Journal of Race Ethnicity and the City,10.1080/26884674.2021.2024104,The space that time forgot: Temporal narratives of racially integrated neighborhoods,"This paper offers an initial theoretical examination of the discourse surrounding racially-mixed neighborhoods. Using scholarly work on time, space, and power as its foundation, this study develops the concept of residential time, or the perception and experience of a neighborhood’s demographic and cultural lifespan, and traces its deployment in narratives surrounding racially-integrated neighborhoods. I draw on both the academic literature concerning race and space as well as select news articles on neighborhoods in New Orleans, Louisiana, as examples of the discursive relegation of racially-mixed neighborhoods, demonstrating how public discourse characterizes them as unstable and fleeting. I argue that this temporal relegation ultimately serves white spatial politics, or the differential construction of residential time in a manner that propels the aims of racial capitalism. The implications of such a widespread characterization of residential time in mixed-race neighborhoods are similarly discussed. © 2022 Urban Affairs Association.",144,gentrification; racially-mixed neighborhoods; residential time; segregation; Temporality; white spatial politics,,0.08717786563089118
926,2021,Journalism,10.1177/1464884920985726,Hostile emotions: An exploratory study of far-right online commenters and their emotional connection to traditional and alternative news media,"In this article, we explore media use through the perspective of emotions. We specifically focus on a contested group of media users, namely those who engage in uncivil online behaviour and have had one or several comments deleted by moderators due to xenophobic and racist content. Our point of departure is that the informants represent a particularly engaged yet controversial audience. Based on theoretical perspectives on ‘hostile emotions’ like anger and fear and how the news media function as ‘emotional regimes’, we explore how the informants talk about their worldview and how it affects their media choices. We argue that political fear constitutes a powerful part of the informants’ narratives, which again influences their media use. Even though they are highly sceptical and suspicious, the participants in the study seek information from a wide selection of traditional and alternative sources where their worldview is both contested and confirmed. Furthermore, the strong fear expressed by informants constitute an important element of the anger they feel towards the established news media. This particular anger is structured around the notion of objective reporting that they consider highly provocative, both factually and emotionally, as it does not match how they experience the world around them. © The Author(s) 2021.",205,Alternative media; emotional regimes; far-right; hostile emotions; immigration; news media; trust,,0.13812279423475834
938,2020,Studia Anglica Posnaniensia,10.2478/stap-2020-0008,Narrative as a Radial Category,"Narrative is a complex and elusive category of cognition, culture, communication and language. An attempt has been made in this article with a large enough theoretical scope to consider the possibility of treating narrative as a radial category. To this end, the definition and characterisation of radiality is provided together with explanation of what it might mean to apply this term to the complex language-discourse unit of narrative. The prototype of this category involves features, functions, and ICMs. It has multiple representations with only family resemblance, involves more obvious exemplars and variable abstract knowledge structures. In particular, section one looks at the radiality question and what it might mean to think of the meaning of narrative in general. Section two focuses on centrality. Sections three to five deal with schematic representations of narrative and provide examples of extending the most subsuming schema of the Action Chain Model from cognitive linguistics and Labov's Narrative Schema to various other types of conversational narrative, children's dramatic plays, tactical narratives, story rounds, jokes, poems, current news articles on the Internet, images, and advertisements. © 2020 Janusz Badio, published by Sciendo 2020.",187,cognitive linguistics; communication; interactional sociolinguistics; narrative; Radial category; schema; story; story occasioning; story rounds,,0.07728594507786508
